id,gene,gene_function,sub_class,class,source_organism
Mmult-g0455_czcA,czcA,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34
Mmult-g0456_czcA,czcA,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0457_czcB,czcB,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34
Mmult-g0458_czcB,czcB,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Cupriavidus gilardii
Mmult-g0459_czcB,czcB,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Escherichia coli O157:H7
Mmult-g0460_czcC,czcC,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Xanthomonas euvesicatoria
Mmult-g0461_czcCM,czcCM,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0462_czcCM,czcCM,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0463_czcCM,czcCM,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34
Mmult-g0464_czcD,czcD,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus gilardii
Mmult-g0465_czcE,czcE,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Cupriavidus gilardii
Mmult-g0466_czcP,czcP,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0467_czcR,czcR,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34
Mmult-g0468_czcR,czcR,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0469_czcS,czcS,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus metallidurans CH34
Mmult-g0470_czcS,czcS,Multi-metal_RND_efflux_regulator,Multi-metal resistance,Metals,Cupriavidus gilardii
Mmult-g0471_cznA,cznA,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Helicobacter mustelae
Mmult-g0472_cznB,cznB,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Helicobacter mustelae
Mmult-g0473_cznC,cznC,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Helicobacter mustelae
Mmult-g0474_czrA,czrA,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa
Mmult-g0475_czrB,czrB,Multi-metal_RND_efflux_pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa
Mmult-g0476_dmeF,dmeF,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0477_dmeF,dmeF,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Rhizobium johnstonii
Mmult-g0478_dmeR,dmeR,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Rhizobium leguminosarum bv. trifolii
Mmult-g0479_dsbA,dsbA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0480_dsbB,dsbB,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0481_dsbC,dsbC,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0482_fbpA,fbpA,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Haemophilus influenzae
Mmult-g0483_fbpB,fbpB,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Haemophilus influenzae
Mmult-g0484_fbpB,fbpB,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Haemophilus influenzae Rd KW20
Mmult-g0485_fbpC,fbpC,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Haemophilus influenzae
Mmult-g0486_fbpC,fbpC,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Haemophilus influenzae Rd KW20
Mmult-g0487_fecD,fecD,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0488_fecE,fecE,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0489_fptA,fptA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Pseudomonas aeruginosa
Mmult-g0490_fpvA,fpvA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Pseudomonas aeruginosa
Mmult-g0491_fpvA,fpvA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Pseudomonas aeruginosa
Mmult-g0492_irlR,irlR,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei 1026b
Mmult-g0493_irlR,irlR,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei
Mmult-g0494_irlR,irlR,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei
Mmult-g0495_irlS,irlS,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei 1026b
Mmult-g0496_irlS,irlS,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei
Mmult-g0497_irlS,irlS,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Burkholderia pseudomallei K96243
Mmult-g0498_kmtR,kmtR,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Mycobacterium tuberculosis
Mmult-g0499_mgtA,mgtA,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Salmonella enterica
Mmult-g0500_mgtA,mgtA,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0501_mntA,mntA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Bacillus subtilis subsp. subtilis str. 168
Mmult-g0502_mntH,mntH,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0503_mntP,mntP,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0504_mntR,mntR,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Shigella sonnei
Mmult-g0505_modA,modA,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0506_modA,modA,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Nitratidesulfovibrio vulgaris RCH1
Mmult-g0507_modB,modB,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0508_modB,modB,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Nitratidesulfovibrio vulgaris RCH1
Mmult-g0509_modC,modC,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0510_mreA,mreA,Multi-metal_resistance_protein_partial,Multi-metal resistance,Metals,Streptococcus agalactiae
Mmult-g0511_mymT,mymT,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Mycobacterium tuberculosis
Mmult-g0512_nccA,nccA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Achromobacter xylosoxidans
Mmult-g0513_nccB,nccB,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Achromobacter xylosoxidans
Mmult-g0514_nccC,nccC,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0515_nccN,nccN,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0516_nccY,nccY,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Cupriavidus metallidurans
Mmult-g0517_ncrA,ncrA,Multi-metal_MFS_efflux_pumps,Multi-metal resistance,Metals,Hafnia alvei
Mmult-g0518_ncrB,ncrB,Multi-metal_MFS_efflux_regulator,Multi-metal resistance,Metals,Hafnia alvei
Mmult-g0519_ncrC,ncrC,Multi-metal_MFS_efflux_pumps,Multi-metal resistance,Metals,Hafnia alvei
Mmult-g0520_ncrC,ncrC,Multi-metal_MFS_efflux_pumps,Multi-metal resistance,Metals,Serratia marcescens
Mmult-g0521_ncrC,ncrC,Ni(II)/Co(II)_efflux_transporter_permease_subunit_NcrC,Multi-metal resistance,Metals,Klebsiella pneumoniae
Mmult-g0522_ncrY,ncrY,Multi-metal_MFS_efflux_regulator,Multi-metal resistance,Metals,Hafnia alvei
Mmult-g0523_nczA,nczA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Caulobacter vibrioides
Mmult-g0524_nia,nia,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Sinorhizobium meliloti
Mmult-g0525_nmtR,nmtR,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Mycobacterium tuberculosis
Mmult-g0526_nrsD,nrsD,Multi-metal_MFS_efflux_pumps,Multi-metal resistance,Metals,Synechocystis sp. IPPAS B-1465
Mmult-g0527_perO,perO,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Rhodobacter capsulatus SB 1003
Mmult-g0528_pfr,pfr,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Helicobacter pylori
Mmult-g0529_pfr,pfr,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Helicobacter pylori
Mmult-g0530_pgpA,pgpA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,#N/A
Mmult-g0531_pitA,pitA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0532_rcnA,rcnA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0533_rcnB,rcnB,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0534_rcnR,rcnR,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0535_recGM,recGM,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Pseudomonas aeruginosa
Mmult-g0536_ruvBM,ruvBM,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Pseudomonas aeruginosa
Mmult-g0537_ruvBM,ruvBM,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Pseudomonas aeruginosa PAO1
Mmult-g0538_smtA,smtA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Synechococcus elongatus UTEX 3055
Mmult-g0539_smtA,smtA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Synechococcus elongatus PCC 7942 = FACHB-805
Mmult-g0540_smtB,smtB,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Synechococcus elongatus PCC 7942 = FACHB-805
Mmult-g0541_trgB,trgB,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Cereibacter sphaeroides
Mmult-g0542_troA,troA,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Treponema pallidum
Mmult-g0543_troA,troA,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Treponema pallidum
Mmult-g0544_troB,troB,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Treponema pallidum
Mmult-g0545_troC,troC,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Treponema pallidum
Mmult-g0546_troD,troD,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Treponema pallidum
Mmult-g0547_troD,troD,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Treponema pallidum
Mmult-g0548_troR,troR,Multi-metal_ABC_efflux_regulator,Multi-metal resistance,Metals,Treponema pallidum
Mmult-g0549_tunR,tunR,Multi-metal_ABC_efflux_regulator,Multi-metal resistance,Metals,Nitratidesulfovibrio vulgaris RCH1
Mmult-g0550_wtpA,wtpA,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Pyrococcus furiosus DSM 3638
Mmult-g0551_wtpB,wtpB,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Pyrococcus furiosus DSM 3638
Mmult-g0552_wtpC,wtpC,Multi-metal_ABC_efflux_pumps,Multi-metal resistance,Metals,Pyrococcus furiosus DSM 3638
Mmult-g0553_yfeA,yfeA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Yersinia pestis
Mmult-g0554_yfeA,yfeA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Yersinia pestis
Mmult-g0555_yfeC,yfeC,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Yersinia pestis
Mmult-g0556_yfeD,yfeD,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Yersinia pestis
Mmult-g0557_ygjH,ygjH,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0558_zinT,zinT,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Shigella sonnei
Mmult-g0559_zipB,zipB,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Bordetella bronchiseptica
Mmult-g0560_zntA,zntA,Multi-metal_resistance_protein,Multi-metal resistance,Metals,Escherichia coli
Mmult-g0561_zraS,zraS,Multi-metal_resistance_regulator,Multi-metal resistance,Metals,Escherichia coli
Mnick-g0562_cnrA,cnrA,nickel_efflux_RND_transporter_permease_subunit_CnrA,Nickel resistance,Metals,Cupriavidus metallidurans
Mnick-g0563_cnrC,cnrC,nickel_efflux_RND_transporter_outer_membrane_subunit_CnrC,Nickel resistance,Metals,Cupriavidus metallidurans
Mnick-g0564_cnrT,cnrT,nickel_diffusion_facilitator_CnrT,Nickel resistance,Metals,Cupriavidus metallidurans
Mnick-g0565_cnrY,cnrY,nickel_resistance_system_anti-sigma_factor_CnrY,Nickel resistance,Metals,Cupriavidus metallidurans
Mnick-g0566_hoxN,hoxN,Nickel_resistance_protein,Nickel resistance,Metals,Cupriavidus necator H16
Mnick-g0567_hupE,hupE,Nickel_resistance_protein,Nickel resistance,Metals,Rhizobium leguminosarum bv. viciae
Mnick-g0568_hupE,hupE,Nickel_resistance_protein,Nickel resistance,Metals,Rhizobium leguminosarum bv. viciae
Mnick-g0569_hupN,hupN,Nickel_resistance_protein,Nickel resistance,Metals,Azotobacter chroococcum NCIMB 8003
Mnick-g0570_ncrB,ncrB,nickel-sensing_transcriptional_repressor_NcrB,Nickel resistance,Metals,Serratia marcescens
Mnick-g0571_ncrB,ncrB,nickel-sensing_transcriptional_repressor_NcrB,Nickel resistance,Metals,Klebsiella pneumoniae
Mnick-g0572_ncrY,ncrY,nickel_resistance_OB_fold_protein_NcrY,Nickel resistance,Metals,Klebsiella pneumoniae
Mnick-g0573_nikA,nikA,Nickel_ABC_efflux_pumps,Nickel uptake,Metals,Escherichia coli
Mnick-g0574_nikB,nikB,Nickel_ABC_efflux_pumps,Nickel uptake,Metals,Escherichia coli
Mnick-g0575_nikC,nikC,Nickel_ABC_efflux_pumps,Nickel uptake,Metals,Escherichia coli
Mnick-g0576_nikD,nikD,Nickel_ABC_efflux_pumps,Nickel uptake,Metals,Escherichia coli
Mnick-g0577_nikE,nikE,Nickel_ABC_efflux_pumps,Nickel uptake,Metals,Escherichia coli
Mnick-g0578_nikR,nikR,Nickel_ABC_efflux_regulator,Nickel uptake,Metals,Escherichia coli
Mnick-g0579_nirA,nirA,Nickel_resistance_protein,Nickel resistance,Metals,Citrobacter sp. Y3
Mnick-g0580_nirB,nirB,nickel-sensing_transcriptional_repressor_NirB,Nickel resistance,Metals,Citrobacter sp. Y3
Mnick-g0581_nirC,nirC,Nickel_resistance_protein,Nickel resistance,Metals,Citrobacter sp. Y3
Mnick-g0582_nirD,nirD,nickel_resistance_OB_fold_protein_NirD,Nickel resistance,Metals,Klebsiella oxytoca
Mnick-g0583_nixA,nixA,Nickel_resistance_protein,Nickel resistance,Metals,Helicobacter pylori
Mnick-g0584_nixA,nixA,Nickel_resistance_protein,Nickel resistance,Metals,Helicobacter pylori
Mnick-g0585_nreB,nreB,nickel_resistance_MFS_transporter_NreB,Nickel resistance,Metals,Acinetobacter pittii PHEA-2
Mnick-g0586_nrsA,nrsA,Nickel_RND_efflux_pumps,Nickel resistance,Metals,Synechocystis sp. IPPAS B-1465
Mnick-g0587_nrsR,nrsR,Nickel_resistance_regulator,Nickel resistance,Metals,Synechocystis sp. IPPAS B-1465
Mnick-g0588_nrsS,nrsS,Nickel_resistance_regulator,Nickel resistance,Metals,Synechocystis sp. IPPAS B-1465
Msilv-g0589_silA,silA,Silver_resistance_protein,Silver and copper resistance,Metals,Escherichia coli;Escherichia coli ETEC H10407
Msilv-g0590_silB,silB,Silver_resistance_protein,Silver and copper resistance,Metals,Escherichia coli;Escherichia coli ETEC H10407
Msilv-g0591_silC,silC,Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC,Silver and copper resistance,Metals,Escherichia coli
Msilv-g0592_silE,silE,Silver_resistance_protein,Silver and copper resistance,Metals,Escherichia coli
Msilv-g0593_silF,silF,Silver_resistance_protein,Silver and copper resistance,Metals,Klebsiella pneumoniae
Msilv-g0594_silP,silP,Ag(+)-translocating_P-type_ATPase_SilP,Silver and copper resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium
Msilv-g0595_silP,silP,Silver_resistance_protein,Silver and copper resistance,Metals,Salmonella enterica
Msilv-g0596_silR,silR,Silver_resistance_regulator,Silver and copper resistance,Metals,Escherichia coli
Msilv-g0597_silR,silR,Silver_resistance_regulator,Silver and copper resistance,Metals,Salmonella enterica subsp. enterica serovar Infantis
Msilv-g0598_silS,silS,Silver_resistance_protein,Silver and copper resistance,Metals,Escherichia coli
Msilv-g0599_chaA,chaA,Sodium_resistance_protein,Silver and copper resistance,Metals,Escherichia coli
Msilv-g0600_nhaA,nhaA,Sodium_resistance_protein,Silver and copper resistance,Metals,Escherichia coli
Msilv-g0601_nhaB,nhaB,Sodium_resistance_protein,Silver and copper resistance,Metals,Escherichia coli
Msilv-g0602_actP1,actP1,Tellurium_resistance_protein,Silver and copper resistance,Metals,Rhodobacter capsulatus SB 1003
Mtell-g0603_klaB,klaB,tellurium_resistance_system_protein_klaB,Tellurium resistance,Metals,Escherichia coli
Mtell-g0604_klaC,klaC,tellurium_resistance_system_protein_klaC,Tellurium resistance,Metals,Escherichia coli
Mtell-g0605_terB,terB,Tellurium_resistance_protein,Tellurium resistance,Metals,Klebsiella michiganensis
Mtell-g0606_terB,terB,Tellurium_resistance_protein,Tellurium resistance,Metals,Klebsiella pneumoniae
Mtell-g0607_terC,terC,Tellurium_resistance_membrane_protein_TerC,Tellurium resistance,Metals,Citrobacter sp. Y3
Mtell-g0608_terD,terD,Tellurium_resistance_membrane_protein_TerD,Tellurium resistance,Metals,Klebsiella pneumoniae
Mtell-g0609_terE,terE,Tellurium_resistance_cAMP_binding_protein_TerE,Tellurium resistance,Metals,Citrobacter sp. Y3
Mtell-g0610_terF,terF,Tellurium_resistance_protein_terF,Tellurium resistance,Metals,Escherichia coli
Mtell-g0611_terW,terW,tellurium_resistance_protein_TerW,Tellurium resistance,Metals,Salmonella enterica subsp. enterica serovar Worthington
Mtell-g0612_terZ,terZ,Tellurium_resistance_protein,Tellurium resistance,Metals,Proteus mirabilis
Mtell-g0613_terZ,terZ,tellurium_resistance-associated_protein_TerZ,Tellurium resistance,Metals,Salmonella enterica subsp. enterica serovar Worthington
Mtell-g0614_trgA,trgA,Tellurium_resistance_protein,Tellurium resistance,Metals,Cereibacter sphaeroides
Mtung-g0615_tupA,tupA,Tungsten_ABC_efflux_pumps,Tungsten Resistance,Metals,Peptoclostridium acidaminophilum DSM 3953
Mtung-g0616_tupB,tupB,Tungsten_ABC_efflux_pumps,Tungsten Resistance,Metals,Peptoclostridium acidaminophilum DSM 3953
Mtung-g0617_tupC,tupC,Tungsten_ABC_efflux_pumps,Tungsten Resistance,Metals,Peptoclostridium acidaminophilum
Mzinc-g0618_zevA,zevA,Zinc_resistance_protein,Zinc resistance,Metals,Haemophilus influenzae
Mzinc-g0619_zevB,zevB,Zinc_resistance_protein,Zinc resistance,Metals,Haemophilus influenzae
Mzinc-g0620_ziaA,ziaA,Zinc_resistance_protein,Zinc resistance,Metals,Synechocystis sp. CACIAM 05
Mzinc-g0621_ziaR,ziaR,Zinc_resistance_regulator,Zinc resistance,Metals,Synechocystis sp. CACIAM 05
Mzinc-g0622_zitB,zitB,Zinc_resistance_protein,Zinc resistance,Metals,Shigella sonnei
Mzinc-g0623_zneB,zneB,Zinc_resistance_protein,Zinc resistance,Metals,Cupriavidus metallidurans
Mzinc-g0624_zntR,zntR,Zinc_resistance_regulator,Zinc resistance,Metals,Escherichia coli
Mzinc-g0625_znuA,znuA,Zinc_resistance_protein,Zinc uptake,Metals,Escherichia coli
Mzinc-g0626_znuB,znuB,Zinc_resistance_protein,Zinc uptake,Metals,Escherichia coli
Mzinc-g0627_znuC,znuC,Zinc_resistance_protein,Zinc uptake,Metals,Escherichia coli
Mzinc-g0628_zraP,zraP,Zinc_resistance_associated_protein_partial,Zinc tolerance,Metals,Salmonella enterica
Mzinc-g0629_zraR,zraR,Zinc_resistance_regulator,Zinc tolerance,Metals,Escherichia coli
Mzinc-g0630_zraR,zraR,Zinc_resistance_regulator,Zinc tolerance,Metals,Escherichia coli
MUbio-g0632_actA,actA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419
MUbio-g0633_actA,actA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae
MUbio-g0634_actP,actP,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419
MUbio-g0635_actP,actP,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419
MUbio-g0636_actR,actR,Biocide_and_metal_resistance_regulator,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae
MUbio-g0637_actS,actS,Biocide_and_metal_resistance_regulator,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae
MUbio-g0638_chr,chr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Pseudomonas canadensis
MUbio-g0639_chr,chr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Pseudomonas canadensis
MUbio-g0640_chrB,chrB,Biocide_and_metal_resistance_regulator,Biocide and metal resistance,Multi-compound,Brucella tritici
MUbio-g0641_cuiD,cuiD,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium
MUbio-g0642_cuiD,cuiD,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Salmonella enterica
MUbio-g0643_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0644_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0645_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0646_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0647_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0648_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0649_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0650_dpr,dpr,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Streptococcus suis
MUbio-g0651_dpsA,dpsA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Burkholderia pseudomallei
MUbio-g0652_dpsA,dpsA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Burkholderia pseudomallei
MUbio-g0653_dpsA,dpsA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Burkholderia pseudomallei
MUbio-g0654_dpsA,dpsA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Burkholderia pseudomallei MSHR491
MUbio-g0655_dpsA,dpsA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Burkholderia pseudomallei
MUbio-g0656_dpsA,dpsA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Burkholderia pseudomallei
MUbio-g0657_fetA,fetA,Biocide_and_metal_ABC_efflux_pumps,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0658_fetB,fetB,Biocide_and_metal_ABC_efflux_pumps,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0659_frnE,frnE,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Deinococcus radiodurans
MUbio-g0660_glpF,glpF,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Escherichia coli HB101
MUbio-g0661_glpF,glpF,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Shigella sonnei
MUbio-g0662_hmrR,hmrR,Biocide_and_metal_resistance_regulator,Biocide and metal resistance,Multi-compound,Rhizobium leguminosarum bv. viciae
MUbio-g0663_hmrR,hmrR,Biocide_and_metal_resistance_regulator,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419
MUbio-g0664_ideR,ideR,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Mycobacterium tuberculosis
MUbio-g0665_oscA,oscA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Pseudomonas rhizophila
MUbio-g0666_ruvB,ruvB,Biocide_and_metal_resistance_protein_partial,Biocide and metal resistance,Multi-compound,Pseudomonas corrugata
MUbio-g0667_sitA,sitA,Biocide_and_metal_ABC_efflux_pumps,Biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhi
MUbio-g0669_tehA,tehA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0670_tehB,tehB,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0671_ychH,ychH,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Shigella sonnei
MUbio-g0672_ygiW,ygiW,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Pseudomonas aeruginosa
MUbio-g0673_ygiW,ygiW,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0674_ygiW,ygiW,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Shewanella oneidensis MR-1
MUbio-g0675_yhcN,yhcN,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0676_yieF,yieF,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0677_yjaA,yjaA,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Escherichia coli
MUbio-g0678_yodB,yodB,Biocide_and_metal_resistance_protein,Biocide and metal resistance,Multi-compound,Shigella sonnei
MUbio-g0679_zupT,zupT,Biocide_and_metal_resistance_protein,"Biocide and metal resistance, zinc uptake",Multi-compound,Escherichia coli
MUdru-g0680_acrD,acrD,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium
MUdru-g0681_acrD,acrD,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
MUdru-g0682_baeR,baeR,Drug_and_biocide_and_metal_RND_efflux_regulator,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica
MUdru-g0683_baeR,baeR,Drug_and_biocide_and_metal_RND_efflux_regulator,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
MUdru-g0684_baeS,baeS,Drug_and_biocide_and_metal_RND_efflux_regulator,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
