id,antimicrobial,Bacteria,Ref,,
betaL-g2013_CMY-108,,,KF564648,CMY-1,
betaL-g2014_CMY-111,,,KJ155695,CMY-1,
betaL-g2015_CMY-112,,,KM087837,CMY-1,
betaL-g2016_CMY-113,,,KM087836,CMY-1,
betaL-g2017_CMY-114,,,KM087846,CMY-1,
betaL-g2018_CMY-115,,,KM087839,CMY-1,
betaL-g2019_CMY-116,,,KM087840,CMY-1,
betaL-g2020_CMY-117,,,KM087844,CMY-1,
betaL-g2021_CMY-118,,,KM087838,CMY-1,
betaL-g2022_CMY-119,,,KM087845,CMY-1,
betaL-g2023_CMY-42,,,HM146927,CMY-4,
betaL-g2024_CMY-45,,,FN546177,CMY-4,
betaL-g2025_CMY-46,,,0,CMY-4,
betaL-g2026_CMY-50,,,0,CMY-5,
betaL-g2027_CMY-51,,,0,CMY-5,
betaL-g2028_CMY-60b,,,JF460794,CMY-6,
betaL-g2029_CMY-61,,,JF460795,CMY-6,
betaL-g2030_CMY-62,,,JF460796,CMY-6,
betaL-g2031_CMY-63,,,HQ650104,CMY-6,
betaL-g2032_CMY-69,"Cefotaxime, Ceftazidime, Ampicillin",,JX049132,CMY-6,
betaL-g2033_CMY-82,,,KJ207203,CMY-8,
betaL-g2034_CMY-85,,,KJ207202,CMY-8,
betaL-g2035_CMY-90,,,HE819404,CMY-9,
betaL-g2036_CMY-93,,,KF992025,CMY-9,
betaL-g2037_CTX-M-103,"Cefotaxime, Ceftazidime, Ampicillin",,HG423149,CTX-M,
betaL-g2038_CTX-M-115,"Cefotaxime, Ceftazidime, Ampicillin",,KJ911020,CTX-M,
betaL-g2039_CTX-M-125,"Cefotaxime, Ceftazidime, Ampicillin",,JQ724542,CTX-M,
betaL-g2040_CTX-M-144,"Cefotaxime, Ceftazidime, Ampicillin",,KJ020573,CTX-M,
betaL-g2041_CTX-M-148,"Cefotaxime, Ceftazidime, Ampicillin",,KJ020574,CTX-M,
betaL-g2042_CTX-M-150,"Cefotaxime, Ceftazidime, Ampicillin",,KF769131,CTX-M,
betaL-g2043_CTX-M-151,"Cefotaxime, Ceftazidime, Ampicillin",,AB916359,CTX-M,
betaL-g2044_CTX-M-152,"Cefotaxime, Ceftazidime, Ampicillin",,KJ461948,CTX-M,
betaL-g2045_CTX-M-155,"Cefotaxime, Ceftazidime, Ampicillin",,KM211508,CTX-M,
betaL-g2046_CTX-M-156,"Cefotaxime, Ceftazidime, Ampicillin",,KM211509,CTX-M,
betaL-g2047_CTX-M-157,"Cefotaxime, Ceftazidime, Ampicillin",,KM211510,CTX-M,
betaL-g2048_CTX-M-158,"Cefotaxime, Ceftazidime, Ampicillin",,KM211691,CTX-M,
betaL-g2049_CTX-M-159,"Cefotaxime, Ceftazidime, Ampicillin",,AB976602,CTX-M,
betaL-g2050_CTX-M-160,"Cefotaxime, Ceftazidime, Ampicillin",,KP050493,CTX-M,
betaL-g2051_CTX-M-161,"Cefotaxime, Ceftazidime, Ampicillin",,KP128034,CTX-M,
betaL-g2052_DHA-10,,,KP050490,DHA-1,
betaL-g2053_DHA-13,,,KM087855,DHA-1,
betaL-g2054_DHA-14,,,KM087854,DHA-1,
betaL-g2055_DHA-15,,,KM087853,DHA-1,
betaL-g2056_DHA-16,,,KM087852,DHA-1,
betaL-g2057_DHA-17,,,KM087850,DHA-1,
betaL-g2058_DHA-18,,,KM087841,DHA-1,
betaL-g2059_DHA-19,,,KM087849,DHA-1,
betaL-g2060_DHA-20,,,KM087848,DHA-2,
betaL-g2061_DHA-21,,,KM087847,DHA-2,
betaL-g2062_DHA-22,,,KM087856,DHA-2,
betaL-g2063_DHA-9,,,KJ207201,DHA-9,
betaL-g2064_GES-24,,,AB901141,GES-2,2f ESBL
betaL-g2065_GES-26,,,KP096411,GES-2,2f ESBL
betaL-g2066_GIM-2,,,KM659858,GIM-2,
betaL-g2067_IMI-7,,,KM103296,IMI-7,2f carbapenemase
betaL-g2068_IMI-8,,,KP081315,IMI-8,2f carbapenemase
betaL-g2069_IMP-45,,,KJ510410,IMP-4,
betaL-g2070_IMP-48,,,KM087857,IMP-4,
betaL-g2071_IMP-51,,,LC031883,IMP-5,
betaL-g2072_KPC-12,,,HQ641421,KPC-1,
betaL-g2073_KPC-19,,,KJ775801,KPC-1,
betaL-g2074_KPC-22,,,KM379100,KPC-2,2f carbapenemase view
betaL-g2075_KPC-24,,,KR052099,KPC-2,2f carbapenemase view
betaL-g2076_KPC-4,,,EU447304,KPC-4,2f carbapenemase
betaL-g2077_LCR-1,,,L36547,LCR-1,
betaL-g2078_MIR-10,,,KM087858,MIR-1,
betaL-g2079_MIR-11,,,KM087859,MIR-1,
betaL-g2080_MIR-12,,,KM087863,MIR-1,
betaL-g2081_MIR-13,,,KM087862,MIR-1,
betaL-g2082_MIR-14,,,KM087864,MIR-1,
betaL-g2083_MIR-15,,,KM087851,MIR-1,
betaL-g2084_MIR-16,,,KM087861,MIR-1,
betaL-g2085_MIR-17,,,LN515535,MIR-1,
betaL-g2086_MIR-7,,,KJ207200,MIR-7,
betaL-g2088_MIR-9,,,KM087860,MIR-9,
betaL-g2089_MOX-8,,,JX173956,MOX-8,
betaL-g2090_NDM-12,,,AB926431,NDM-1,
betaL-g2091_NDM-13,,,LC012596,NDM-1,
betaL-g2092_NDM-14,,,KM210086,NDM-1,
betaL-g2093_ompC_Chr,,,NC_000913,ompC_,
betaL-g2094_ompF_Chr,,,HG738867,ompF_,
betaL-g2095_OXA-184,,,JQ396378,OXA-1,
betaL-g2096_OXA-185,,,JQ396379,OXA-1,
betaL-g2097_OXA-226,,,FJ617207,OXA-2,
betaL-g2098_OXA-233,,,KJ657570,OXA-2,
betaL-g2099_OXA-246,,,KF711993,OXA-2,
betaL-g2100_OXA-259,,,APRC01000020.1,OXA-2,
betaL-g2101_OXA-260,,,APOR01000009.1,OXA-2,
betaL-g2102_OXA-261,,,APQV01000009.1,OXA-2,
betaL-g2103_OXA-262,,,APRA01000005.1,OXA-2,
betaL-g2104_OXA-263,,,APQY01000006.1,OXA-2,
betaL-g2105_OXA-264,,,APQQ01000012.1,OXA-2,
betaL-g2106_OXA-265,,,APQR01000003.1,OXA-2,
betaL-g2107_OXA-266,,,APPO01000008.1,OXA-2,
betaL-g2108_OXA-267,,,APQH01000006.1,OXA-2,
betaL-g2109_OXA-268,,,APOE01000008.1,OXA-2,
betaL-g2110_OXA-269,,,APQJ01000007.1,OXA-2,
betaL-g2111_OXA-270,,,APQM01000006.1,OXA-2,
betaL-g2112_OXA-271,,,APQO01000006.1,OXA-2,
betaL-g2113_OXA-272,,,APQP01000003.1,OXA-2,
betaL-g2114_OXA-273,,,APQN01000012.1,OXA-2,
betaL-g2115_OXA-274,,,APOS01000038.1,OXA-2,
betaL-g2116_OXA-275,,,APPJ01000001.1,OXA-2,
betaL-g2117_OXA-276,,,APPI01000013.1,OXA-2,
betaL-g2118_OXA-277,,,APPQ01000011.1,OXA-2,
betaL-g2119_OXA-279,,,APOM01000058.1,OXA-2,
betaL-g2120_OXA-280,,,APPZ01000001.1,OXA-2,
betaL-g2121_OXA-281,,,APON01000041.1,OXA-2,
betaL-g2122_OXA-282,,,APOT01000024.1,OXA-2,
betaL-g2123_OXA-283,,,APOG01000008.1,OXA-2,
betaL-g2124_OXA-284,,,APRU01000004.1,OXA-2,
betaL-g2125_OXA-285,,,APRY01000059.1,OXA-2,
betaL-g2126_OXA-286,,,APOI01000030.1,OXA-2,
betaL-g2128_OXA-288,,,APRN01000033.1,OXA-2,
betaL-g2129_OXA-289,,,APRM01000005.1,OXA-2,
betaL-g2133_OXA-293,,,APRH01000012.1,OXA-2,
betaL-g2134_OXA-294,,,APPC01000015.1,OXA-2,
betaL-g2135_OXA-295,,,APRW01000016.1,OXA-2,
betaL-g2139_OXA-299,,,APQD01000016.1,OXA-2,
betaL-g2140_OXA-300,,,APPK01000054.1,OXA-3,
betaL-g2141_OXA-301,,,APQG01000050.1,OXA-3,
betaL-g2143_OXA-303,,,APSD01000035.1,OXA-3,
betaL-g2144_OXA-304,,,APSC01000007.1,OXA-3,
betaL-g2145_OXA-305,,,APPF01000021.1,OXA-3,
betaL-g2146_OXA-306,,,APSB01000022.1,OXA-3,
betaL-g2147_OXA-307,,,APRZ01000019.1,OXA-3,
betaL-g2148_OXA-308,,,APPN01000080.1,OXA-3,
betaL-g2149_OXA-338,,,KF048909,OXA-3,
betaL-g2150_OXA-366,,,KP050485,OXA-3,
betaL-g2151_OXA-391,,,KJ427797,OXA-3,
betaL-g2152_OXA-397,,,KM087865,OXA-3,
betaL-g2153_OXA-398,,,KM087842,OXA-3,
betaL-g2154_OXA-405,,,KM589641,OXA-4,
betaL-g2155_OXA-415,,,KJ865754,OXA-4,
betaL-g2156_OXA-418,,,KJ997966,OXA-4,
betaL-g2157_OXA-420,,,AB983359,OXA-4,
betaL-g2158_OXA-421,,,KM401566,OXA-4,
betaL-g2159_OXA-422,,,KM433671,OXA-4,
betaL-g2160_OXA-423,,,KM433672,OXA-4,
betaL-g2161_OXA-424,,,KM588352,OXA-4,
betaL-g2162_OXA-425,,,KM588353,OXA-4,
betaL-g2163_OXA-426,,,KM588354,OXA-4,
betaL-g2164_OXA-429,,,KM979376,OXA-4,
betaL-g2165_OXA-430,,,KM979377,OXA-4,
betaL-g2166_OXA-431,,,KM979378,OXA-4,
betaL-g2167_OXA-432,,,KM979379,OXA-4,
betaL-g2168_OXA-433,,,KM979380,OXA-4,
betaL-g2169_OXA-435,,,KP144324,OXA-4,
betaL-g2170_OXA-454,,,LC037981,OXA-4,
betaL-g2171_PER-8,,,AB985401,PER-8,2be ESBL
betaL-g2172_SHV-106,,,AM941848.1,SHV-1,2b broad spectrum
betaL-g2173_SHV-107,,,AM941847.1,SHV-1,2b broad spectrum
betaL-g2174_SHV-110,,,AB374988,SHV-1,2b broad spectrum
betaL-g2175_SHV-111,,,AB372881,SHV-1,2b broad spectrum
betaL-g2176_SHV-13,,,AF164577,SHV-1,2b broad spectrum
betaL-g2177_SHV-15,,,AJ011428.2,SHV-1,2b broad spectrum
betaL-g2178_SHV-16,,,AF072684,SHV-1,2b broad spectrum
betaL-g2180_SHV-43,,,AY065991,SHV-4,2be
betaL-g2181_SHV-53,,,AY590467,SHV-5,2be ESBL
betaL-g2183_SHV-84,"Amoxicillin,AmpicillinClavulanic acid, Ampicillin, Cephalothin, Ticarcillin",,AM087453,SHV-8,2be ESBL
betaL-g2184_SME-5,,,KJ188748,SME-5,2f carbapenemase
betaL-g2185_SPM-1,,,AJ492820.1,SPM-1,
betaL-g2186_TEM-182,,,HQ317449,TEM-1,2b broad spectrum
betaL-g2187_TEM-214,ceftazidime,,KP050491,TEM-2,2b broad spectrum
betaL-g2188_TEM-215,ceftazidime,,KP050492,TEM-2,2b broad spectrum
betaL-g2189_TEM-216,ceftazidime,,KF944358,TEM-2,2b broad spectrum
betaL-g2190_TEM-217,ceftazidime,,HG934763,TEM-2,2b broad spectrum
betaL-g2191_TEM-219,,,KM114268,TEM-2,2b broad spectrum
betaL-g2192_TEM-220,ceftazidime,,KM998962,TEM-2,2b broad spectrum
betaL-g2193_VEB-9,,,AF324833,VEB-9,2be ESBL
betaL-g2194_VIM-39,,,KF131539,VIM-3,
betaL-g2195_VIM-42,,,KP071470,VIM-4,
betaL-g2196_VIM-43,,,KP096412,VIM-4,
fusid-g2198_fusC,fusidic acid,,KF527883,fusC,
quino-g2199_qnrB10,"Ciprofloxacin, Nalidixic Acid",,DQ631414,qnrB1,
quino-g2200_qnrB12,"Ciprofloxacin, Nalidixic Acid",,AM774474,qnrB1,
quino-g2201_qnrB8,"Ciprofloxacin, Nalidixic Acid",,EU043312,qnrB8,
tetra-g2202_tet-45,Tetracycline,,GU584222.2,tet-4,
colis-g2203_pmrA_SE_CT18,,,CP014348.1,pmrA_,
colis-g2204_pmrB_SE_CT18,,,CP014051.1,pmrB_,
colis-g2205_phoP_SE_CT18,,,AE004091.2,phoP_,
colis-g2206_phoQ_SE_LT2,,,CP014348.1,phoQ_,
colis-g2207_soxR_SE_LT2,,,AE004091.2,soxR_,
colis-g2208_acrR_SE_LT2,,,AE004091.2,acrR_,
colis-g2209_phoP_SE_LT2,,,CP014348.1,phoP_,
colis-g2210_soxR_EC_MG1655_Chr,,,AE004091.2,soxR_,
colis-g2211_phoQ_EC_MG1655_Chr,,,AL513382.1,phoQ_,
colis-g2212_phoP_EC_MG1655_Chr,,,CP014051.1,phoP_,
colis-g2213_pmrA-basR_EC_MG1655_Chr,,,CP014348.1,pmrA-,
colis-g2214_pmrB-basS_EC_MG1655_Chr,,,AE004091.2,pmrB-,
colis-g2215_acrR_EC_MG1655_Chr,,,CP014051.1,acrR_,
colis-g2216_etk_EC_MG1655_Chr,,,AE004091.2,etk_E,
colis-g2217_pmrA_PAO1,,,AL513382.1,pmrA_,
colis-g2218_phoQ_PAO1,,,CP014348.1,phoQ_,
colis-g2219_phoP_PAO1,,,AE004091.2,phoP_,
colis-g2220_parR_PAO1,,,AL513382.1,parR_,
colis-g2221_parS_PAO1,,,CP014348.1,parS_,
colis-g2222_pmrB_PAO1,,,CP014348.1,pmrB_,
colis-g2223_cprS_PAO1,,,CP014051.1,cprS_,
colis-g2231_mcr2,Colistin,,LT598652.1:26779..28395,mcr2,
amino-g2232_rmtE1,,,GU201947,rmtE1,
amino-g2233_rmtE2,,,NG_050559,rmtE2,
amino-g2234_rmtF,,,JQ808129,rmtF,
amino-g2235_rmtG,,,JX486113,rmtG,
amino-g2236_rmtH,,,KC544262,rmtH,
amino-g2237_npmA,"Amikacin, Gentamicin, Tobramycin, Dibekacin, Kanamycin, Isepamicin, Netilmicin, Sisomicin, Neomycin, Apramycin",,AB261016,npmA,
colis-g2238_mcr1-2,Colistin,,NG_051170.1,mcr1-,
colis-g2239_mcr1-3,Colistin,,NG_052861.1,mcr1-,
colis-g2240_mcr1-4,Colistin,,KY041856.1,mcr1-,
colis-g2241_mcr1-5,Colistin,,NG_052663.1,mcr1-,
colis-g2242_mcr1-6,Colistin,,NG_052893.1,mcr1-,
colis-g2243_mcr1-7,Colistin,,KY488488.1,mcr1-,
colis-g2244_mcr1-8,Colistin,,KY683842.1,mcr1-,
colis-g2245_mcr1-9,Colistin,,KY685071.1 ,mcr1-,
colis-g2246_mcr1-10,Colistin,,MF176238,mcr1-,
colis-g2248_mcr2-2,Colistin,,MF176239,mcr2-,
colis-g2249_mcr6-1,Colistin,,MF176240,mcr6-,
colis-g2250_mcr3,Colistin,,KY924928.1,mcr3,
Integ-g2251_int1,,,NC_010558.1,int1,
Integ-g2252_int2,,,NC_010119.1,int2,
Integ-g2253_int3,,,NC_014356.1,int3,
colis-g2256_mcr4-2,Colistin,,MG026621.1,mcr4-,
colis-g2257_mcr5-1,Colistin,,NG_055658.1,mcr5-,
colis-g2258_mcr7-1,Colistin,,MG267386.1,mcr7-,
sulph-g2259_sul3-v1,Sulphamethoxazole,,EU834941,sul3-,
quino-g2261_qepA3,Ciprofloxacin,,JQ064560.1,qepA3,
quino-g2262_qepA4,Ciprofloxacin,,KX580704.1,qepA4,
pleur-g2264_tvaA,,,0,tvaA,
pleur-g2265_tvaB,,,0,tvaB,
pleur-g2266_tvaC,,,0,tvaC,
pleur-g2267_tvaD,,,0,tvaD,
quino-g2268_crpP,Ciprofloxacin,,NC_016138.1,crpP,
tetra-g2268_tet-A-v2,Tetracycline,,NC_016138.1,tet-A,
quino-g2269_qnrA8,Ciprofloxacin,,KY554783,qnrA8,
quino-g2270_qnrD2,Ciprofloxacin,,NG_050542.1,qnrD2,
quino-g2271_qnrD3,Ciprofloxacin,,KX130945,qnrD3,
quino-g2272_qnrE1,Ciprofloxacin,,KY073238,qnrE1,
quino-g2273_qnrS9,Ciprofloxacin,,KF732714,qnrS9,
quino-g2274_qnrVC1,Ciprofloxacin,,EU436855,qnrVC,
quino-g2275_qnrVC3,Ciprofloxacin,,HM015626,qnrVC,
quino-g2276_qnrVC4,Ciprofloxacin,,GQ891757,qnrVC,
quino-g2277_qnrVC5,Ciprofloxacin,,JN408080,qnrVC,
quino-g2278_qnrVC6,Ciprofloxacin,,KC202804,qnrVC,
quino-g2279_qnrVC7,Ciprofloxacin,,KM555152,qnrVC,
quino-g2280_qnrB40,Ciprofloxacin,,JN166689,qnrB4,
quino-g2281_qnrB41,Ciprofloxacin,,JN166690,qnrB4,
quino-g2282_qnrB44,Ciprofloxacin,,JQ349153,qnrB4,
quino-g2283_qnrB45,Ciprofloxacin,,JQ349152,qnrB4,
quino-g2284_qnrB54,Ciprofloxacin,,NG_050517,qnrB5,
quino-g2285_qnrB55,Ciprofloxacin,,NG_050518,qnrB5,
quino-g2286_qnrB60,Ciprofloxacin,,AB734055,qnrB6,
quino-g2287_qnrB61,Ciprofloxacin,,NG_050525,qnrB6,
quino-g2288_qnrB64,Ciprofloxacin,,KC580653,qnrB6,
quino-g2289_qnrB65,Ciprofloxacin,,NG_050528,qnrB6,
quino-g2290_qnrB66,Ciprofloxacin,,NG_050529,qnrB6,
quino-g2291_qnrB67,Ciprofloxacin,,NG_050530,qnrB6,
quino-g2292_qnrB68,Ciprofloxacin,,NG_050531,qnrB6,
quino-g2293_qnrB69,Ciprofloxacin,,NG_050532,qnrB6,
quino-g2294_qnrB70,Ciprofloxacin,,KC580659,qnrB7,
quino-g2295_qnrB71,Ciprofloxacin,,KC580660,qnrB7,
quino-g2296_qnrB72,Ciprofloxacin,,KC741443,qnrB7,
quino-g2297_qnrB73,Ciprofloxacin,,NG_050537,qnrB7,
quino-g2298_qnrB74,Ciprofloxacin,,KJ415247,qnrB7,
quino-g2299_qnrB75,Ciprofloxacin,,NG_051320,qnrB7,
quino-g2300_qnrB78,Ciprofloxacin,,NG_051322.1,qnrB7,
quino-g2301_qnrB81,Ciprofloxacin,,KX372671,qnrB8,
quino-g2302_qnrB82,Ciprofloxacin,,NG_057452,qnrB8,
chlor-g2303_optrA,"Chloramphenicol, tetracycline",,KP399637.1,optrA,
chlor-g2305_catB5,Chloramphenicol,,X82455,catB5,
chlor-g2306_catB6,Chloramphenicol,,AJ223604,catB6,
betaL-g2307_PNGM-1,,,MF445022.1,PNGM-,
betaL-g2308_CAM-1,,,MG430339.1,CAM-1,
betaL-g2309_ACI-1,"penicillin, ceftazidime, amoxicillin, cefotaxime, ticarcillin",Acidaminococcus fermentans,AJ007350.1,ACI-1,ESBL
tetra-g2310_tet-A-v6,Tetracycline,,AF534183,tet-A,
glyco-g2311_VanF,,,AF155139,VanF,
amino-g2312_aac6_prime-Ib8,,,NC_025003.1,aac6_,
tetra-g2313_tet-X2,"Tigecycline, Tetracycline",,GU014535.1:6304-7470,tet-X,
tetra-g2314_tet-X3,"Tigecycline, Tetracycline",,AB097942.1,tet-X,
tetra-g2315_tet-X3,"Tigecycline, Tetracycline",,MK134375.1_6174..7340,tet-X,
tetra-g2316_tet-X4,"Tigecycline, Tetracycline",,MK134376.1:c1482-325,tet-X,
colis-g2317_mcr8-1,Colistin,,MG736312.1:c52152-50455,mcr8-,
tetra-g2318_tet-A-v1,Tetracycline,,AJ313332.1,tet-A,
tetra-g2319_tet-A-v3,Tetracycline,,X75761.1/AY196695,tet-A,
tetra-g2320_tet-A-v4,Tetracycline,,AJ517790,tet-A,
tetra-g2321_tet-A-v5,Tetracycline,,AJ419171.1,tet-A,
tetra-g2322_tet-A-v7,Tetracycline,,AJ307714.1,tet-A,
tetra-g2323_tet-A-v8,Tetracycline,,EF682136.1,tet-A,
tetra-g2324_tet-A-v9,Tetracycline,,EU195449.1,tet-A,
tetra-g2325_tet-A-v10,Tetracycline,,EU664602.1,tet-A,
tetra-g2327_tet-A-v12,Tetracycline,,AB114188.1,tet-A,
tetra-g2328_tet-A-v13,Tetracycline,,AJ698325.1,tet-A,
tetra-g2329_tet-A46,Tetracycline,,HQ652506,tet-A,
tetra-g2330_tet-A60,Tetracycline,,KX000272,tet-A,
tetra-g2331_tet-AP,Tetracycline,,AB054980,tet-A,
colis-g2333_mcr9-1,Colistin,,NZ_NAAN01000063.1,mcr9-,
colis-g2334_mcr10-1,Colistin,,MN179494.1,mcr10,
colis-g2335_eptA,,,AP009048.1,eptA,
fosfo-g2336_fosD,Fosfomycin,,KC989517,fosD,
fosfo-g2337_fosE,Fosfomycin,,AB901041,fosE,
fosfo-g2338_fosF,Fosfomycin,,AY294333,fosF,
fosfo-g2339_fosG,Fosfomycin,,DQ112222,fosG,
fosfo-g2340_fosK,Fosfomycin,,AB917040,fosK,
chlor-g2341_fexB,"Chloramphenicol, Florfenicol",,JN201336,fexB,
chlor-g2342_poxtA,"Chloramphenicol, Florfenicol, Linezolid, Doxycycline, Tetracycline",,MF095097,poxtA,
amino-g2343_aadD,"Amikacin, Tobramycin",,AF181950,aadD,
amino-g2344_aadE-Cc,Streptomycin,,CP013733,aadE-,
amino-g2345_grmA,"Amikacin, Gentamicin, Tobramycin",,M55520,grmA,
amino-g2346_grmB,"Amikacin, Gentamicin, Tobramycin",,M55521,grmB,
amino-g2347_grmO,"Amikacin, Gentamicin, Tobramycin",,AY524043,grmO,
amino-g2348_kamB,"Amikacin, Gentamicin, Tobramycin, Apramycin",,AJ629123,kamB,
amino-g2349_kgmB,"Amikacin, Gentamicin, Tobramycin, Apramycin",,NA,kgmB,
amino-g2350_kmr,"Amikacin, Gentamicin, Tobramycin",,ACB88605,kmr,
amino-g2351_sgm,"Amikacin, Gentamicin, Tobramycin",,M87057,sgm,
macro-g2352_carA,Carbomycin,,M80346,carA,
macro-g2353_mefC,Erythromycin,,AB571865 ,mefC,
macro-g2354_mphF,Erythromycin,,AM260957 ,mphF,
macro-g2355_mphG,Erythromycin,,AB571865 ,mphG,
macro-g2356_mphI,"Spiramycin, Telithromycin",,KX531056,mphI,
macro-g2357_mphJ,"Erythromycin, Tylosin",,KY753883,mphJ,
macro-g2358_mphK,"Spiramycin, Telithromycin",,NC_000964,mphK,
macro-g2359_mphN,Erythromycin,,KF648874,mphN,
macro-g2360_tlrC,Tylosin,,M57437,tlrC,
macro-g2361_lnuE,Lincomycin,,KF287643,lnuE,
macro-g2362_lnuG,Lincomycin,,KX470419,lnuG,
macro-g2363_lnuP,Lincomycin,,FJ589781,lnuP,
macro-g2364_lsaA,"clindamycin, quinupristin-dalfopristin, dalfopristin",,AY737526,lsaA,
macro-g2365_lsaE,"pleuromutilin, lincosamide, and streptogramin A",MRSA ,JX560992,lsaE,
macro-g2366_salA,"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",,KC693025 ,salA,
sulph-g2367_sul4,Sulphamethoxazole,,MG649393,sul4,
tetra-g2368_tet-O-32-O,"Doxycycline, Tetracycline, Minocycline",,JQ740052,tet-O,
tetra-g2369_tet-O-W-1,"Doxycycline, Tetracycline, Minocycline",,AY485126,tet-O,
tetra-g2370_tet-O-W-32-O,"Doxycycline, Tetracycline, Minocycline",,EF065523,tet-O,
tetra-g2371_tet-O-W-32-O-W-O,"Doxycycline, Tetracycline, Minocycline",,DQ525023,tet-O,
tetra-g2372_tet-O-W-O-1,"Doxycycline, Tetracycline, Minocycline",,AY196921,tet-O,
tetra-g2373_tet-W-32-O,"Doxycycline, Tetracycline, Minocycline",,AM710601,tet-W,
tetra-g2374_tet-X5,"Doxycycline, Tetracycline, Minocycline, Tigecycline",,CP040912,tet-X,
tetra-g2375_tet-X6,"Doxycycline, Tetracycline, Minocycline, Tigecycline",,MN507533,tet-X,
trime-g2376_dfrA34,Trimethoprim,,JYRF01000065,dfrA3,
trime-g2377_dfrA35,Trimethoprim,,CP024557,dfrA3,
trime-g2378_dfrA36,Trimethoprim,,CP038791,dfrA3,
nucle-g2379_tmrB,,,AL009126.3,tmrB,
quino-g2380_gyrA_salm,"Nalidixic acid,Ciprofloxacin",,AE006468.2,gyrA_,
quino-g2381_gyrB_salm,"Nalidixic acid,Ciprofloxacin",,AE006468.2,gyrB_,
quino-g2382_parC_salm,"Nalidixic acid,Ciprofloxacin",,AE006468.2,parC_,
quino-g2384_gyrA_campy,"Nalidixic acid,Ciprofloxacin",,NC_002163.1,gyrA_,
betaL-g2385_OXA-193,,,CP013032,OXA-1,
betaL-g2386_CTX-M-127,"Cefotaxime, Ceftazidime, Ampicillin",,MF196229,CTX-M,
betaL-g2387_CTX-M-138,"Cefotaxime, Ceftazidime, Ampicillin",,KF526119,CTX-M,
betaL-g2388_CTX-M-146,"Cefotaxime, Ceftazidime, Ampicillin",,KY938173,CTX-M,
betaL-g2390_CTX-M-162,"Cefotaxime, Ceftazidime, Ampicillin",,KP681697,CTX-M,
betaL-g2391_CTX-M-163,"Cefotaxime, Ceftazidime, Ampicillin",,KP681698,CTX-M,
betaL-g2392_CTX-M-164,"Cefotaxime, Ceftazidime, Ampicillin",,KP727571,CTX-M,
betaL-g2393_CTX-M-165,"Cefotaxime, Ceftazidime, Ampicillin",,KP727572,CTX-M,
betaL-g2394_CTX-M-166,"Cefotaxime, Ceftazidime, Ampicillin",,KU978909,CTX-M,
betaL-g2395_CTX-M-167,"Cefotaxime, Ceftazidime, Ampicillin",,KR537428,CTX-M,
betaL-g2396_CTX-M-168,"Cefotaxime, Ceftazidime, Ampicillin",,KR537429,CTX-M,
betaL-g2397_CTX-M-169,"Cefotaxime, Ceftazidime, Ampicillin",,KR779864,CTX-M,
betaL-g2398_CTX-M-170,"Cefotaxime, Ceftazidime, Ampicillin",,KR822223,CTX-M,
betaL-g2399_CTX-M-171,"Cefotaxime, Ceftazidime, Ampicillin",,KT277545,CTX-M,
betaL-g2400_CTX-M-172,"Cefotaxime, Ceftazidime, Ampicillin",,KT251041,CTX-M,
betaL-g2401_CTX-M-173,"Cefotaxime, Ceftazidime, Ampicillin",,KT997884,CTX-M,
betaL-g2402_CTX-M-174,"Cefotaxime, Ceftazidime, Ampicillin",,KT997886,CTX-M,
betaL-g2403_CTX-M-175,"Cefotaxime, Ceftazidime, Ampicillin",,KT997887,CTX-M,
betaL-g2404_CTX-M-176,"Cefotaxime, Ceftazidime, Ampicillin",,KT997888,CTX-M,
betaL-g2405_CTX-M-177,"Cefotaxime, Ceftazidime, Ampicillin",,KT997889,CTX-M,
betaL-g2406_CTX-M-179,"Cefotaxime, Ceftazidime, Ampicillin",,KU705393,CTX-M,
betaL-g2407_CTX-M-180,"Cefotaxime, Ceftazidime, Ampicillin",,KX056899,CTX-M,
betaL-g2408_CTX-M-181,"Cefotaxime, Ceftazidime, Ampicillin",,KX056900,CTX-M,
betaL-g2409_CTX-M-182,"Cefotaxime, Ceftazidime, Ampicillin",,KX056901,CTX-M,
betaL-g2410_CTX-M-183,"Cefotaxime, Ceftazidime, Ampicillin",,KX263246,CTX-M,
betaL-g2411_CTX-M-184,"Cefotaxime, Ceftazidime, Ampicillin",,KX263247,CTX-M,
betaL-g2412_CTX-M-186,"Cefotaxime, Ceftazidime, Ampicillin",,KX446939,CTX-M,
betaL-g2413_CTX-M-188,"Cefotaxime, Ceftazidime, Ampicillin",,KX676491,CTX-M,
betaL-g2414_CTX-M-189,"Cefotaxime, Ceftazidime, Ampicillin",,FJ657512,CTX-M,
betaL-g2415_CTX-M-190,"Cefotaxime, Ceftazidime, Ampicillin",,KX664469,CTX-M,
betaL-g2416_CTX-M-191,"Cefotaxime, Ceftazidime, Ampicillin",,KY271097,CTX-M,
betaL-g2417_CTX-M-192,"Cefotaxime, Ceftazidime, Ampicillin",,KY271098,CTX-M,
betaL-g2418_CTX-M-193,"Cefotaxime, Ceftazidime, Ampicillin",,KY563766,CTX-M,
betaL-g2419_CTX-M-194,"Cefotaxime, Ceftazidime, Ampicillin",,KY563767,CTX-M,
betaL-g2420_CTX-M-195,"Cefotaxime, Ceftazidime, Ampicillin",,KY563768,CTX-M,
